author
Nicole Holofcener
Kevin Tenney
Christopher Borrelli
Michael Cristofer
Álex de la Iglesia
Philip F. Messina
Bruce Robinson
Mark Jackson
Kenny Moore
Garret Shanley
Charles Robert Carner
Joel Schumacher
David Chisholm
Ralph Bakshi
Jim Taihuttu
Greg McLean
Curt Siodmak
Lowell Dean
David Hayter
Bart Freundlich
Alexi Kaye Campbell
Gene Wilder
Vera Blasi
Stan Foster
Cory Tynan
John Cassavetes
Steven Knight
Sebastian Gutierrez
Pedro Almodóvar
Steve Kloves
Woody Allen
Michael Jelenic
Mairghread Scott
Ray Bradbury
Aditya Assarat
Jon Else
Brian Selznick
G. Cabrera Infante
Jing Wong
David C. Johnson
Rick Famuyiwa
Mai Tominaga
Fred F. Finklehoffe
Gerald DiPego
Kevin Wade
Robert Jury
Michael Glawogger
Steve Tesich
John Patrick
Kevin Gates
Andrea Berloff
Shamim Sarif
Roger Donaldson
Steffen Schlachtenhaufen
Babak Anvari
Mike Marvin
Christopher Dodd
Steven Conrad
Goran Dukic
Quentin Dupieux
Quentin Dupieux
Richard Brooks
Pat Proft
Anne Devlin
David Hayter
Dylan Meyer
Austin Chick
Rich Wilkes
Lucía Puenzo
Yoshitaka Yamaguchi
Krishan Arora
John Duigan
William Goldman
Tim Orr
David Kaplan
Christian Petzold
Victoria Mahoney
Norman Steinberg
Karen Maine
Richard Curtis
James Kerwin
Kevin Smith
Robert Celestino
Gabrielle Demeestere
Itay Segal
Moe Jelline
Kenneth Lonergan
Robert Riskin
Jeffrey McHale
Ben Epstein
Chris Stokes
Robert Adetuyi
Rob Hedden
Michael LeSieur
Brett A. Simmons
David Koepp
Lynne Ramsay
Woody Allen
François Ozon
John Fusco
Edward Anhalt
Lamar Trotti
Jake Paltrow
Chris Columbus
Julian Fellowes
Jean-Pierre Limosin
Neil LaBute
Curt Johnson
Makoto Shinkai
Lynn Shelton
Alberto Marini
Simon Barrett
Elizabeth Chai Vasarhelyi
Paolo Sorrentino
Andrew Eisen
Gustin Nash
Francis Ford Coppola
Nissar Modi
Mari Kornhauser
John Boorman
Takeshi Kitano
Nader Rizq
Marc Rosenbush
Vladan Nikolic
Tariq Tapa
Andrew Matthews
Mark Boal
Alex Gibney
Jake Kasdan
Talya Lavie
Martin Curland
Tom Benedek
James Vanderbilt
Dardano Sacchetti
Jay Lee
Colin McIvor
Luis Valdez
