player_name,team_name,player_height,country,draft_year,draft_round,college,age,season
Kobe Bryant,Los Angeles Lakers,200.66,USA,1996,1,,21.0,1999-00
Kornel David,Cleveland Cavaliers,205.74,USA,Undrafted,Undrafted,,28.0,1999-00
Kurt Thomas,New York Knicks,205.74,USA,1995,1,Texas Christian,27.0,1999-00
LaPhonso Ellis,Atlanta Hawks,203.2,USA,1992,1,Notre Dame,30.0,1999-00
Lamar Odom,Los Angeles Clippers,208.28,USA,1999,1,Rhode Island,20.0,1999-00
Lamond Murray,Cleveland Cavaliers,200.66,USA,1994,1,California,27.0,1999-00
Lari Ketner,Cleveland Cavaliers,208.28,USA,1999,2,Massachusetts,23.0,1999-00
Laron Profit,Washington Wizards,195.58,USA,1999,2,Maryland,22.0,1999-00
Larry Hughes,Golden State Warriors,195.58,USA,1998,1,Saint Louis,21.0,1999-00
Larry Johnson,New York Knicks,200.66,USA,1991,1,Nevada-Las Vegas,31.0,1999-00
Latrell Sprewell,New York Knicks,195.58,USA,1992,1,Alabama,29.0,1999-00
Lawrence Funderburke,Sacramento Kings,205.74,USA,1994,2,Ohio State,29.0,1999-00
Kevin Johnson,Phoenix Suns,185.42,USA,1987,1,California,34.0,1999-00
Kerry Kittles,New Jersey Nets,195.58,USA,1996,1,Villanova,26.0,1999-00
Jermaine Jackson,Detroit Pistons,195.58,USA,Undrafted,Undrafted,Detroit Mercy,24.0,1999-00
Patrick Ewing,New York Knicks,213.36,Jamaica,1985,1,Georgetown,37.0,1999-00
Tony Battie,Boston Celtics,210.82,USA,1997,1,Texas Tech,24.0,1999-00
Toni Kukoc,Philadelphia 76ers,210.82,Croatia,1990,2,,31.0,1999-00
Tom Hammonds,Minnesota Timberwolves,205.74,USA,1989,1,Georgia Tech,33.0,1999-00
Todd MacCulloch,Philadelphia 76ers,213.36,Canada,1999,2,Washington,24.0,1999-00
Todd Fuller,Charlotte Hornets,210.82,USA,1996,1,North Carolina State,25.0,1999-00
Todd Day,Phoenix Suns,198.12,USA,1992,1,Arkansas,30.0,1999-00
Toby Bailey,Phoenix Suns,198.12,USA,1998,2,UCLA,24.0,1999-00
Tim Young,Golden State Warriors,218.44,USA,1999,2,Stanford,24.0,1999-00
Tim Thomas,Milwaukee Bucks,208.28,USA,1997,1,Villanova,23.0,1999-00
Tim Legler,Golden State Warriors,193.04,USA,Undrafted,Undrafted,La Salle,33.0,1999-00
Tim James,Miami Heat,200.66,USA,1999,1,Miami (FL),23.0,1999-00
Tim Hardaway,Miami Heat,182.88,USA,1989,1,Texas-El Paso,33.0,1999-00
Tim Duncan,San Antonio Spurs,213.36,US Virgin Islands,1997,1,Wake Forest,24.0,1999-00
Thomas Hamilton,Houston Rockets,218.44,USA,Undrafted,Undrafted,Pittsburgh,25.0,1999-00
Theo Ratliff,Philadelphia 76ers,208.28,USA,1995,1,Wyoming,27.0,1999-00
Terry Porter,San Antonio Spurs,190.5,USA,1985,1,Wisconsin-Stevens Point,37.0,1999-00
Terry Mills,Detroit Pistons,208.28,USA,1990,1,Michigan,32.0,1999-00
Terry Cummings,Golden State Warriors,205.74,USA,1982,1,DePaul,39.0,1999-00
Terrell Brandon,Minnesota Timberwolves,180.34,USA,1991,1,Oregon,30.0,1999-00
Tariq Abdul-Wahad,Denver Nuggets,198.12,France,1997,1,San Jose State,25.0,1999-00
Steven Smith,Portland Trail Blazers,203.2,USA,1991,1,Michigan State,31.0,1999-00
Steve Nash,Dallas Mavericks,190.5,Canada,1996,1,Santa Clara,26.0,1999-00
Steve Kerr,San Antonio Spurs,190.5,USA,1988,2,Arizona,34.0,1999-00
Steve Francis,Houston Rockets,190.5,USA,1999,1,Maryland,23.0,1999-00
Stephon Marbury,New Jersey Nets,187.96,USA,1996,1,Georgia Tech,23.0,1999-00
Stanley Roberts,Philadelphia 76ers,213.36,USA,1991,1,Louisiana State,30.0,1999-00
Stacey Augmon,Portland Trail Blazers,203.2,USA,1991,1,Nevada-Las Vegas,31.0,1999-00
Tony Delk,Sacramento Kings,187.96,USA,1996,1,Kentucky,26.0,1999-00
Sherman Douglas,New Jersey Nets,185.42,USA,1989,2,Syracuse,33.0,1999-00
Tony Farmer,Golden State Warriors,205.74,USA,Undrafted,Undrafted,Nebraska,30.0,1999-00
Tracy McGrady,Toronto Raptors,203.2,USA,1997,1,,21.0,1999-00
Jeff Foster,Indiana Pacers,210.82,USA,1999,1,Texas State,23.0,1999-00
Zan Tabak,Indiana Pacers,213.36,USA,1991,2,,30.0,1999-00
William Avery,Minnesota Timberwolves,187.96,USA,1999,1,Duke,20.0,1999-00
Will Perdue,Chicago Bulls,213.36,USA,1988,1,Vanderbilt,34.0,1999-00
Wesley Person,Cleveland Cavaliers,198.12,USA,1994,1,Auburn,29.0,1999-00
Wayne Turner,Boston Celtics,187.96,USA,Undrafted,Undrafted,Kentucky,24.0,1999-00
Walter McCarty,Boston Celtics,208.28,USA,1996,1,Kentucky,26.0,1999-00
Walt Williams,Houston Rockets,203.2,USA,1992,1,Maryland,30.0,1999-00
Wally Szczerbiak,Minnesota Timberwolves,200.66,USA,1999,1,Miami (OH),23.0,1999-00
Voshon Lenard,Miami Heat,193.04,USA,1994,2,Minnesota,27.0,1999-00
Vonteego Cummings,Golden State Warriors,190.5,USA,1999,1,Pittsburgh,24.0,1999-00
Vladimir Stepania,Seattle SuperSonics,213.36,Georgia,1998,1,,24.0,1999-00
Vlade Divac,Sacramento Kings,215.9,Serbia and Montenegro,1989,1,,32.0,1999-00
Vitaly Potapenko,Boston Celtics,208.28,Ukraine,1996,1,Wright State,25.0,1999-00
Vinny Del Negro,Milwaukee Bucks,193.04,USA,1988,2,North Carolina State,33.0,1999-00
Vince Carter,Toronto Raptors,200.66,USA,1998,1,North Carolina,23.0,1999-00
Vin Baker,Seattle SuperSonics,210.82,USA,1993,1,Hartford,28.0,1999-00
Vernon Maxwell,Seattle SuperSonics,193.04,USA,1988,2,Florida,34.0,1999-00
Tyronn Lue,Los Angeles Lakers,182.88,USA,1998,1,Nebraska,23.0,1999-00
Tyrone Nesby,Los Angeles Clippers,198.12,USA,Undrafted,Undrafted,Nevada-Las Vegas,24.0,1999-00
Tyrone Hill,Philadelphia 76ers,205.74,USA,1990,1,Xavier,32.0,1999-00
Tyrone Corbin,Sacramento Kings,198.12,USA,1985,2,DePaul,37.0,1999-00
Troy Hudson,Los Angeles Clippers,185.42,USA,Undrafted,Undrafted,Southern Illinois,24.0,1999-00
Travis Knight,Los Angeles Lakers,213.36,USA,1996,1,Connecticut,25.0,1999-00
Travis Best,Indiana Pacers,180.34,USA,1995,1,Georgia Tech,27.0,1999-00
Trajan Langdon,Cleveland Cavaliers,190.5,USA,1999,1,Duke,24.0,1999-00
Tracy Murray,Washington Wizards,200.66,USA,1992,1,UCLA,28.0,1999-00
Tony Massenburg,Houston Rockets,205.74,USA,1990,2,Maryland,32.0,1999-00
Shawn Marion,Phoenix Suns,200.66,USA,1999,1,Nevada-Las Vegas,22.0,1999-00
Shawn Kemp,Cleveland Cavaliers,208.28,USA,1989,1,Trinity Valley Community College,30.0,1999-00
Shawn Bradley,Dallas Mavericks,228.6,USA,1993,1,Brigham Young,28.0,1999-00
Robert Pack,Dallas Mavericks,187.96,USA,Undrafted,Undrafted,Southern California,31.0,1999-00
Robert Horry,Los Angeles Lakers,208.28,USA,1992,1,Alabama,29.0,1999-00
Rik Smits,Indiana Pacers,223.52,USA,1988,1,Marist,33.0,1999-00
Ricky Davis,Charlotte Hornets,200.66,USA,1998,1,Iowa,20.0,1999-00
Rick Hughes,Dallas Mavericks,205.74,USA,Undrafted,Undrafted,Thomas More,26.0,1999-00
Rick Fox,Los Angeles Lakers,200.66,Canada,1991,1,North Carolina,30.0,1999-00
Rick Brunson,New York Knicks,193.04,USA,Undrafted,Undrafted,Temple,28.0,1999-00
Richard Hamilton,Washington Wizards,198.12,USA,1999,1,Connecticut,22.0,1999-00
Rex Walters,Miami Heat,193.04,USA,1993,1,Kansas,30.0,1999-00
Rex Chapman,Phoenix Suns,193.04,USA,1988,1,Kentucky,32.0,1999-00
Reggie Miller,Indiana Pacers,200.66,USA,1987,1,UCLA,34.0,1999-00
Reggie Jordan,Washington Wizards,193.04,USA,Undrafted,Undrafted,New Mexico State,32.0,1999-00
Ray Allen,Milwaukee Bucks,195.58,USA,1996,1,Connecticut,24.0,1999-00
Rasho Nesterovic,Minnesota Timberwolves,213.36,Slovenia,1998,1,,24.0,1999-00
Rasheed Wallace,Portland Trail Blazers,210.82,USA,1995,1,North Carolina,25.0,1999-00
Rashard Lewis,Seattle SuperSonics,208.28,USA,1998,2,,20.0,1999-00
Randy Livingston,Phoenix Suns,193.04,USA,1996,2,Louisiana State,25.0,1999-00
Randy Brown,Chicago Bulls,187.96,USA,1991,2,New Mexico State,32.0,1999-00
Randell Jackson,Dallas Mavericks,210.82,USA,1999,Undrafted,Florida State,24.0,1999-00
Rafer Alston,Milwaukee Bucks,187.96,USA,1998,2,Fresno State,23.0,1999-00
Raef LaFrentz,Denver Nuggets,210.82,USA,1998,1,Kansas,24.0,1999-00
Quincy Lewis,Utah Jazz,200.66,USA,1999,1,Minnesota,23.0,1999-00
Popeye Jones,Denver Nuggets,203.2,USA,1992,2,Murray State,30.0,1999-00
Pete Chilcutt,Los Angeles Clippers,208.28,USA,1991,1,North Carolina,31.0,1999-00
Pervis Ellison,Boston Celtics,205.74,USA,1989,1,Louisville,33.0,1999-00
Peja Stojakovic,Sacramento Kings,205.74,Serbia and Montenegro,1996,1,,23.0,1999-00
Paul Pierce,Boston Celtics,200.66,USA,1998,1,Kansas,22.0,1999-00
Robert Traylor,Milwaukee Bucks,203.2,USA,1998,1,Michigan,23.0,1999-00
Rod Strickland,Washington Wizards,190.5,USA,1988,1,DePaul,33.0,1999-00
Rodney Buford,Miami Heat,195.58,USA,1999,2,Creighton,22.0,1999-00
Rodney Rogers,Phoenix Suns,200.66,USA,1993,1,Wake Forest,29.0,1999-00
Shareef Abdur-Rahim,Vancouver Grizzlies,205.74,USA,1996,1,California,23.0,1999-00
Shaquille O'Neal,Los Angeles Lakers,215.9,USA,1992,1,Louisiana State,28.0,1999-00
Shandon Anderson,Houston Rockets,198.12,USA,1996,2,Georgia,26.0,1999-00
Shammond Williams,Seattle SuperSonics,185.42,USA,1998,2,North Carolina,25.0,1999-00
Sean Rooks,Dallas Mavericks,208.28,USA,1992,2,Arizona,30.0,1999-00
Sean Marks,Toronto Raptors,208.28,New Zealand,1998,2,California,24.0,1999-00
Sean Elliott,San Antonio Spurs,203.2,USA,1989,1,Arizona,32.0,1999-00
Scottie Pippen,Portland Trail Blazers,200.66,USA,1987,1,Central Arkansas,34.0,1999-00
Scott Williams,Milwaukee Bucks,208.28,USA,Undrafted,Undrafted,North Carolina,32.0,1999-00
Scott Padgett,Utah Jazz,205.74,USA,1999,1,Kentucky,24.0,1999-00
Scott Burrell,New Jersey Nets,200.66,USA,1993,1,Connecticut,29.0,1999-00
Scot Pollard,Sacramento Kings,210.82,USA,1997,1,Kansas,25.0,1999-00
Samaki Walker,San Antonio Spurs,205.74,USA,1996,1,Louisville,24.0,1999-00
Pat Garrity,Orlando Magic,205.74,USA,1998,1,Notre Dame,23.0,1999-00
Sam Perkins,Indiana Pacers,205.74,USA,1984,1,North Carolina,39.0,1999-00
Sam Mack,Golden State Warriors,200.66,USA,Undrafted,Undrafted,Houston,30.0,1999-00
Sam Jacobson,Golden State Warriors,193.04,USA,1998,1,Minnesota,24.0,1999-00
Sam Cassell,Milwaukee Bucks,190.5,USA,1993,1,Florida State,30.0,1999-00
Ryan Stack,Cleveland Cavaliers,210.82,USA,1998,2,South Carolina,24.0,1999-00
Ryan Robertson,Sacramento Kings,195.58,USA,1999,2,Kansas,23.0,1999-00
Ryan Bowen,Denver Nuggets,200.66,USA,1998,2,Iowa,24.0,1999-00
Rusty LaRue,Chicago Bulls,190.5,USA,Undrafted,Undrafted,Wake Forest,26.0,1999-00
Ruben Patterson,Seattle SuperSonics,198.12,USA,1998,2,Cincinnati,24.0,1999-00
Roy Rogers,Denver Nuggets,208.28,USA,1996,1,Alabama,26.0,1999-00
Roshown McLeod,Atlanta Hawks,203.2,USA,1998,1,Duke,24.0,1999-00
Ron Mercer,Orlando Magic,200.66,USA,1997,1,Kentucky,24.0,1999-00
Ron Harper,Los Angeles Lakers,198.12,USA,1986,1,Miami (OH),36.0,1999-00
Rodrick Rhodes,Dallas Mavericks,198.12,USA,1997,1,Southern California,26.0,1999-00
Sam Mitchell,Minnesota Timberwolves,200.66,USA,1985,3,Mercer,36.0,1999-00
Jason Williams,Sacramento Kings,185.42,USA,1998,1,Florida,24.0,1999-00
Tom Gugliotta,Phoenix Suns,208.28,USA,1992,1,North Carolina State,30.0,1999-00
Jason Miskiri,Charlotte Hornets,187.96,USA,Undrafted,Undrafted,George Mason,24.0,1999-00
Charles Oakley,Toronto Raptors,205.74,USA,1985,1,Virginia Union,36.0,1999-00
Charles Barkley,Houston Rockets,198.12,USA,1984,1,Auburn,37.0,1999-00
Cedric Henderson,Cleveland Cavaliers,200.66,USA,1997,2,Memphis,25.0,1999-00
Cedric Ceballos,Dallas Mavericks,200.66,USA,1990,2,Cal State-Fullerton,30.0,1999-00
Carlos Rogers,Houston Rockets,210.82,USA,1994,1,Tennessee State,29.0,1999-00
Calvin Booth,Washington Wizards,210.82,USA,1999,2,Penn State,24.0,1999-00
Calbert Cheaney,Boston Celtics,200.66,USA,1993,1,Indiana,28.0,1999-00
Cal Bowdler,Atlanta Hawks,208.28,USA,1999,1,Old Dominion,23.0,1999-00
Bryon Russell,Utah Jazz,200.66,USA,1993,2,Long Beach State,29.0,1999-00
Bryce Drew,Houston Rockets,190.5,USA,1998,1,Valparaiso,25.0,1999-00
Bryant Stith,Denver Nuggets,195.58,USA,1992,1,Virginia,29.0,1999-00
Bryant Reeves,Vancouver Grizzlies,213.36,USA,1995,1,Oklahoma State,27.0,1999-00
Bruno Sundov,Dallas Mavericks,218.44,Croatia,1998,2,,20.0,1999-00
Bruce Bowen,Miami Heat,200.66,USA,Undrafted,Undrafted,Cal State-Fullerton,29.0,1999-00
Brian Skinner,Los Angeles Clippers,205.74,USA,1998,1,Baylor,24.0,1999-00
Brian Shaw,Los Angeles Lakers,198.12,USA,1988,1,California-Santa Barbara,34.0,1999-00
Brian Grant,Portland Trail Blazers,205.74,USA,1994,1,Xavier,28.0,1999-00
Brevin Knight,Cleveland Cavaliers,177.8,USA,1997,1,Stanford,24.0,1999-00
Brent Price,Vancouver Grizzlies,185.42,USA,1992,2,Oklahoma,31.0,1999-00
Brent Barry,Seattle SuperSonics,198.12,USA,1995,1,Oregon State,28.0,1999-00
Brad Miller,Charlotte Hornets,213.36,USA,Undrafted,Undrafted,Purdue,24.0,1999-00
Charles R. Jones,Los Angeles Clippers,190.5,USA,Undrafted,Undrafted,Long Island-Brooklyn,24.0,1999-00
Charlie Ward,New York Knicks,187.96,USA,1994,1,Florida State,29.0,1999-00
Chauncey Billups,Denver Nuggets,190.5,USA,1997,1,Colorado,23.0,1999-00
Cherokee Parks,Vancouver Grizzlies,210.82,USA,1995,1,Duke,27.0,1999-00
Cory Alexander,Denver Nuggets,185.42,USA,1995,1,Virginia,27.0,1999-00
Corliss Williamson,Sacramento Kings,200.66,USA,1995,1,Arkansas,26.0,1999-00
Corie Blount,Phoenix Suns,208.28,USA,1993,1,Cincinnati,31.0,1999-00
Corey Maggette,Orlando Magic,198.12,USA,1999,1,Duke,20.0,1999-00
Corey Benjamin,Chicago Bulls,198.12,USA,1998,1,Oregon State,22.0,1999-00
Clifford Robinson,Phoenix Suns,208.28,USA,1989,2,Connecticut,33.0,1999-00
Clar. Weatherspoon,Miami Heat,200.66,USA,1992,1,Southern Mississippi,29.0,1999-00
Chucky Brown,Charlotte Hornets,203.2,USA,1989,2,North Carolina State,32.0,1999-00
Chucky Atkins,Orlando Magic,180.34,USA,Undrafted,Undrafted,South Florida,25.0,1999-00
Chuck Person,Seattle SuperSonics,203.2,USA,1986,1,Auburn,36.0,1999-00
Bonzi Wells,Portland Trail Blazers,195.58,USA,1998,1,Ball State,23.0,1999-00
Christian Laettner,Detroit Pistons,210.82,USA,1992,1,Duke,30.0,1999-00
Chris Webber,Sacramento Kings,208.28,USA,1993,1,Michigan,27.0,1999-00
Chris Mullin,Indiana Pacers,200.66,USA,1985,1,St. John's (NY),36.0,1999-00
Chris Mills,Golden State Warriors,200.66,USA,1993,1,Arizona,30.0,1999-00
Chris Herren,Denver Nuggets,187.96,USA,1999,2,Fresno State,24.0,1999-00
Chris Gatling,Denver Nuggets,208.28,USA,1991,1,Old Dominion,32.0,1999-00
Chris Dudley,New York Knicks,210.82,USA,1987,4,Yale,35.0,1999-00
Chris Crawford,Atlanta Hawks,205.74,USA,1997,2,Marquette,25.0,1999-00
Chris Childs,New York Knicks,190.5,USA,Undrafted,Undrafted,Boise State,32.0,1999-00
Chris Carr,Chicago Bulls,198.12,USA,1995,2,Southern Illinois,26.0,1999-00
Chris Anstey,Chicago Bulls,213.36,USA,1997,1,,25.0,1999-00
Chris Whitney,Washington Wizards,182.88,USA,1993,2,Clemson,28.0,1999-00
Bobby Phills,Charlotte Hornets,195.58,USA,1991,2,Southern,30.0,1999-00
Bobby Jackson,Minnesota Timberwolves,185.42,USA,1997,1,Minnesota,27.0,1999-00
Bob Sura,Cleveland Cavaliers,195.58,USA,1995,1,Florida State,27.0,1999-00
Anthony Carter,Miami Heat,185.42,USA,Undrafted,Undrafted,Hawaii,25.0,1999-00
Anthony Avent,Los Angeles Clippers,205.74,USA,1991,1,Seton Hall,30.0,1999-00
Antawn Jamison,Golden State Warriors,205.74,USA,1998,1,North Carolina,24.0,1999-00
Anfernee Hardaway,Phoenix Suns,200.66,USA,1993,1,Memphis,28.0,1999-00
Andrew Lang,New York Knicks,210.82,USA,1988,2,Arkansas,34.0,1999-00
Andrew DeClercq,Cleveland Cavaliers,208.28,USA,1995,2,Florida,27.0,1999-00
Andre Miller,Cleveland Cavaliers,187.96,USA,1999,1,Utah,24.0,1999-00
Andrae Patterson,Minnesota Timberwolves,205.74,USA,1998,2,Indiana,24.0,1999-00
Alvin Williams,Toronto Raptors,195.58,USA,1997,2,Villanova,25.0,1999-00
Alonzo Mourning,Miami Heat,208.28,USA,1992,1,Georgetown,30.0,1999-00
Anthony Johnson,Orlando Magic,190.5,USA,1997,2,College of Charleston,25.0,1999-00
Allen Iverson,Philadelphia 76ers,182.88,USA,1996,1,Georgetown,25.0,1999-00
Aleksandar Radojevic,Toronto Raptors,220.98,USA,1999,1,Barton Community College,23.0,1999-00
Alan Henderson,Atlanta Hawks,205.74,USA,1995,1,Indiana,27.0,1999-00
Al Harrington,Indiana Pacers,205.74,USA,1998,1,,20.0,1999-00
Adrian Griffin,Boston Celtics,195.58,USA,Undrafted,Undrafted,Seton Hall,25.0,1999-00
Adonal Foyle,Golden State Warriors,208.28,St. Vincent & Grenadines,1997,1,Colgate,25.0,1999-00
Adam Keefe,Utah Jazz,205.74,USA,1992,1,Stanford,30.0,1999-00
Aaron Williams,Washington Wizards,205.74,USA,Undrafted,Undrafted,Xavier,28.0,1999-00
Aaron McKie,Philadelphia 76ers,195.58,USA,1994,1,Temple,27.0,1999-00
A.J. Bramlett,Cleveland Cavaliers,208.28,USA,1999,2,Arizona,23.0,1999-00
A.C. Green,Los Angeles Lakers,205.74,USA,1985,1,Oregon State,36.0,1999-00
Allan Houston,New York Knicks,198.12,USA,1993,1,Tennessee,29.0,1999-00
Cuttino Mobley,Houston Rockets,193.04,USA,1998,2,Rhode Island,24.0,1999-00
Anthony Mason,Charlotte Hornets,203.2,USA,1988,3,Tennessee State,33.0,1999-00
Anthony Parker,Orlando Magic,198.12,USA,1997,1,Bradley,25.0,1999-00
Bo Outlaw,Orlando Magic,203.2,USA,Undrafted,Undrafted,Houston,29.0,1999-00
Bimbo Coles,Atlanta Hawks,187.96,USA,1990,2,Virginia Tech,32.0,1999-00
Billy Owens,Golden State Warriors,205.74,USA,1991,1,Syracuse,31.0,1999-00
Bill Wennington,Sacramento Kings,213.36,USA,1985,1,St. John's (NY),37.0,1999-00
Bill Curley,Golden State Warriors,205.74,USA,1994,1,Boston College,28.0,1999-00
Benoit Benjamin,Cleveland Cavaliers,213.36,USA,1985,1,Creighton,35.0,1999-00
Ben Wallace,Orlando Magic,205.74,USA,Undrafted,Undrafted,Virginia Union,25.0,1999-00
Ben Davis,Phoenix Suns,205.74,USA,1996,2,Arizona,27.0,1999-00
Baron Davis,Charlotte Hornets,190.5,USA,1999,1,UCLA,21.0,1999-00
B.J. Armstrong,Chicago Bulls,187.96,USA,1989,1,Iowa,32.0,1999-00
Anthony Miller,Houston Rockets,205.74,USA,1994,2,Michigan State,28.0,1999-00
Avery Johnson,San Antonio Spurs,180.34,USA,Undrafted,Undrafted,Southern,35.0,1999-00
Arvydas Sabonis,Portland Trail Blazers,220.98,Lithuania,1986,1,,35.0,1999-00
Armen Gilliam,Utah Jazz,205.74,USA,1987,1,Nevada-Las Vegas,36.0,1999-00
Antonio McDyess,Denver Nuggets,205.74,USA,1995,1,Alabama,25.0,1999-00
Antonio Lang,Philadelphia 76ers,203.2,USA,1994,2,Duke,28.0,1999-00
Antonio Harvey,Portland Trail Blazers,210.82,USA,Undrafted,Undrafted,Pfeiffer,29.0,1999-00
Antonio Davis,Toronto Raptors,205.74,USA,1990,2,Texas-El Paso,31.0,1999-00
Antonio Daniels,San Antonio Spurs,193.04,USA,1997,1,Bowling Green,25.0,1999-00
Antoine Walker,Boston Celtics,205.74,USA,1996,1,Kentucky,23.0,1999-00
Antoine Carr,Vancouver Grizzlies,205.74,USA,1983,1,Wichita State,38.0,1999-00
Anthony Peeler,Minnesota Timberwolves,193.04,USA,1992,1,Missouri,30.0,1999-00
Austin Croshere,Indiana Pacers,205.74,USA,1997,1,Providence,25.0,1999-00
Dale Davis,Indiana Pacers,210.82,USA,1991,1,Clemson,31.0,1999-00
Jason Terry,Atlanta Hawks,187.96,USA,1999,1,Arizona,22.0,1999-00
Damon Jones,Dallas Mavericks,190.5,USA,Undrafted,Undrafted,Houston,23.0,1999-00
Glenn Robinson,Milwaukee Bucks,200.66,USA,1994,1,Purdue,27.0,1999-00
Glen Rice,Los Angeles Lakers,203.2,USA,1989,1,Michigan,33.0,1999-00
Gheorghe Muresan,New Jersey Nets,231.14,USA,1993,2,,29.0,1999-00
Gerard King,Washington Wizards,205.74,USA,Undrafted,Undrafted,Nicholls State,27.0,1999-00
George McCloud,Denver Nuggets,203.2,USA,1989,1,Florida State,33.0,1999-00
George Lynch,Philadelphia 76ers,203.2,USA,1993,1,North Carolina,29.0,1999-00
Gary Trent,Dallas Mavericks,203.2,USA,1995,1,Ohio,25.0,1999-00
Gary Payton,Seattle SuperSonics,193.04,USA,1990,1,Oregon State,31.0,1999-00
Gary Grant,Portland Trail Blazers,190.5,USA,1988,1,Michigan,35.0,1999-00
Fred Vinson,Seattle SuperSonics,193.04,USA,Undrafted,Undrafted,Georgia Tech,29.0,1999-00
Fred Hoiberg,Chicago Bulls,193.04,USA,1995,2,Iowa State,27.0,1999-00
Felton Spencer,San Antonio Spurs,213.36,USA,1990,1,Louisville,32.0,1999-00
Felipe Lopez,Vancouver Grizzlies,198.12,Dominican Republic,1998,1,St. John's (NY),25.0,1999-00
Evan Eschmeyer,New Jersey Nets,210.82,USA,1999,2,Northwestern,25.0,1999-00
Etdrick Bohannon,Los Angeles Clippers,205.74,USA,Undrafted,Undrafted,Auburn-Montgomery,27.0,1999-00
Ervin Johnson,Milwaukee Bucks,210.82,USA,1993,1,New Orleans,32.0,1999-00
Erick Strickland,Dallas Mavericks,190.5,USA,Undrafted,Undrafted,Nebraska,26.0,1999-00
Erick Dampier,Golden State Warriors,210.82,USA,1996,1,Mississippi State,24.0,1999-00
Eric Williams,Boston Celtics,203.2,USA,1995,1,Providence,27.0,1999-00
Eric Snow,Philadelphia 76ers,190.5,USA,1995,2,Michigan State,27.0,1999-00
Eric Piatkowski,Los Angeles Clippers,200.66,USA,1994,1,Nebraska,29.0,1999-00
Grant Hill,Detroit Pistons,203.2,USA,1994,1,Duke,27.0,1999-00
Grant Long,Vancouver Grizzlies,205.74,USA,1988,2,Eastern Michigan,34.0,1999-00
Greg Anthony,Portland Trail Blazers,185.42,USA,1991,1,Nevada-Las Vegas,32.0,1999-00
Greg Buckner,Dallas Mavericks,193.04,USA,1998,2,Clemson,23.0,1999-00
Dale Ellis,Charlotte Hornets,200.66,USA,1983,1,Tennessee,39.0,1999-00
Jason Kidd,Phoenix Suns,193.04,USA,1994,1,California,27.0,1999-00
Jason Caffey,Golden State Warriors,203.2,USA,1995,1,Alabama,27.0,1999-00
Jaren Jackson,San Antonio Spurs,198.12,USA,Undrafted,Undrafted,Georgetown,32.0,1999-00
Jamie Feick,New Jersey Nets,203.2,USA,1996,2,Michigan State,25.0,1999-00
James Posey,Denver Nuggets,203.2,USA,1999,1,Xavier,23.0,1999-00
Jamal Mashburn,Miami Heat,203.2,USA,1993,1,Kentucky,27.0,1999-00
Jalen Rose,Indiana Pacers,203.2,USA,1994,1,Michigan,27.0,1999-00
Jahidi White,Washington Wizards,205.74,USA,1998,2,Georgetown,24.0,1999-00
Jacque Vaughn,Utah Jazz,185.42,USA,1997,1,Kansas,25.0,1999-00
Eric Murdock,Los Angeles Clippers,185.42,USA,1991,1,Providence,32.0,1999-00
J.R. Reid,Milwaukee Bucks,205.74,USA,1989,1,North Carolina,32.0,1999-00
Ike Austin,Washington Wizards,208.28,USA,1991,2,Arizona State,30.0,1999-00
Hubert Davis,Dallas Mavericks,195.58,USA,1992,1,North Carolina,30.0,1999-00
Howard Eisley,Utah Jazz,187.96,USA,1994,2,Boston College,27.0,1999-00
Horace Grant,Seattle SuperSonics,208.28,USA,1987,1,Clemson,34.0,1999-00
Hersey Hawkins,Chicago Bulls,190.5,USA,1988,1,Bradley,33.0,1999-00
Haywoode Workman,Toronto Raptors,187.96,USA,1989,2,Oral Roberts,34.0,1999-00
Harold Jamison,Miami Heat,203.2,USA,Undrafted,Undrafted,Clemson,23.0,1999-00
Hakeem Olajuwon,Houston Rockets,213.36,Nigeria,1984,1,Houston,37.0,1999-00
Greg Ostertag,Utah Jazz,218.44,USA,1995,1,Kansas,27.0,1999-00
Greg Foster,Seattle SuperSonics,210.82,USA,1990,2,Texas-El Paso,31.0,1999-00
Isaiah Rider,Atlanta Hawks,195.58,USA,1993,1,Nevada-Las Vegas,29.0,1999-00
Eric Montross,Detroit Pistons,213.36,USA,1994,1,North Carolina,28.0,1999-00
Ira Bowman,Philadelphia 76ers,195.58,USA,Undrafted,Undrafted,Pennsylvania,27.0,1999-00
Elton Brand,Chicago Bulls,203.2,USA,1999,1,Duke,21.0,1999-00
Derek Hood,Charlotte Hornets,203.2,USA,Undrafted,Undrafted,Arkansas,23.0,1999-00
Derek Fisher,Los Angeles Lakers,185.42,USA,1996,1,Arkansas-Little Rock,25.0,1999-00
Derek Anderson,Los Angeles Clippers,195.58,USA,1997,1,Kentucky,25.0,1999-00
Dennis Scott,Vancouver Grizzlies,203.2,USA,1990,1,Georgia Tech,31.0,1999-00
